Word,Count
LeftView.h,1
m_ImageList.ExtractIconW(0);,1
modify,1
collection,1
suffix,1
at,1
embedded,1
later,1
menus,1
(Alt+drag),1
company,1
significant,1
manifest,1
unselected,1
under,1
AfxMessageBox(message);,1
InitInstance,1
CConfigureVehicleDlg.cpp,1
vehicle->setIsFuelRemaining(true);,1
if(vehicleDialog.DoModal(),1
\CMFCSingleDocVehiclesView,\,1
define,1
stdafx.h,1
OLE,1
app,1
\ID_VIEW_LINEUP,\,1
\use,\,1
/Unregister,1
Handler,1
widths,1
\project,\,1
members,1
snap,1
source,1
Exclude,1
draw,1
order,1
values,1
TreeView,1
&other);,1
Serialize(CArchive&,1
!(GetTreeCtrl().GetItemState(,1
rarely-used,1
Register,1
if(!boost::lexical_cast<float>(m_Distance)),1
getSerialList(),1
Execute,1
XP,1
)),1
DragAcceptFiles,1
explicit,1
2),1
Automation,1
MainFrm.h,1
CTreeCtrl::OnPaint(),1
isServiceNeeded,1
\L"\Mustang"\,\,1
optional,1
parts,1
\files,\,1
activation,1
which,1
Custom,1
vehicleDialog.m_Power;,1
example:,1
\executable,\,1
bars,1
_AFX_NO_AFXCMN_SUPPORT,1
\platform,\,1
reference,1
&other),1
load,1
CMFCSingleDocVehiclesApp:,1
TreeCtrlEx.h,1
gefahrene,1
Display,1
CMainFrame::OnToolsAddvehicle(),1
replacement,1
==,1
recommended,1
*,1
unique,1
\_T("\point;rectangle;circle;ole\,1
Helper,1
InitCommonControlsEx(),1
nFlags,1
added,1
Parse,1
\"\boost/lexical_cast/try_lexical_convert.hpp"\\,1
Internet,1
reuse,1
vehicleDialog;,1
needs,1
\"\boost/convert/lexical_cast.hpp"\\,1
*this;,1
C++,1
maxFuelCapacity,1
DECLARE_SERIAL(CVehicle),1
just,1
size,1
\std::swap(m_vehicles,\,1
WinSDKVer.h,1
ListView,1
column,1
\documents,\,1
stdafx.obj,1
pMenu,1
symbols,1
refresh,1
available,1
sets,1
Next,1
(archive.IsStoring()),1
Used,1
isn't,1
100,1
\pDC,\,1
each,1
\here,\,1
(CMFCSingleDocVehiclesDoc*)GetActiveDocument();,1
no,1
CompanyName.ProductName.SubProduct.VersionInformation,1
previous,1
including,1
\L"\Entry\,1
\this->InsertVehicleToListView(L"\1"\,\,1
but,1
mode,1
vehicleDialog.m_Name;,1
strSearchContent,1
device,1
manager,1
information,1
verbrauch,1
for(size_t,1
\m_listCtrl.SetColumnWidth(0,\,1
libraries,1
because,1
least,1
_WIN32_WINNT,1
intervall,1
object,1
Explorer,1
WM_COMMAND,1
defines,1
LVS_ICON,1
afx_msg,1
m_mapColorFont.Lookup(,1
listCtrl.SetItemCount(500);,1
pInfo);,1
fuelUsage,1
extensions,1
\/Register,\,1
final,1
highest,1
(an,1
something,1
isFuelRemaining;,1
operators,1
serviceInterval);,1
MainFrm.cpp,1
image,1
occur,1
this->OnNewDocument();,1
\\n"\;\,1
(including,1
nice,1
range,1
vehicle->setIsFuelRemaining(false);,1
lines,1
See,1
(/clr):,1
Debug,1
Language,1
react,1
m_serialCollection;,1
prevent,1
reflect,1
dots,1
organization,1
grid,1
CServiceDlg.cpp,1
specifies,1
reinitialization,1
Initialize,1
Runtime,1
other,1
shell,1
hasn't,1
IDOK),1
\otherwise,\,1
\this->InsertVehicleToListView(L"\12"\,\,1
TVI_ROOT);,1
such,1
properly,1
generated,1
focus,1
\serviceInterval,\,1
update,1
storing,1
\fuel"\,\,1
contain,1
string;,1
Microsoft,1
id,1
changing,1
\CObject,\,1
hmyItem,1
+=,1
reduce,1
disable,1
\this->InsertVehicleToListView(L"\11"\,\,1
\this->InsertVehicleToListView(L"\10"\,\,1
member,1
CVehicle*,1
hiding,1
serve,1
AfxInitRichEdit2(),1
auto-hide,1
safely,1
setting,1
creation,1
core,1
views,1
row,1
before,1
km],1
Add,1
\"\Vehicles.veh"\)\,1
menubar,1
MFCSingleDoc_VehiclesDoc.cpp,1
\L"\Vehicles.veh"\\,1
/,1
launched,1
(SDI,1
routines,1
commands..,1
options,1
m_serialCollection,1
below,1
ignored,1
>,1
&,1
value,1
LVS_SMALLICON,1
resources,1
serviceInterval,1
context,1
m_serialCollection->FindIndex(i);,1
{{AFX_MSG_MAP(CTreeCtrlEx),1
contents,1
\Otherwise,\,1
handler,1
MFCSingleDocVehicles.rc,1
(,1
MFCSingleDoc_Vehicles.pch,1
children,1
For,1
components,1
lpcs,1
loading,1
MFC's,1
\needed"\,\,1
CAboutDlg,1
(size_t,1
macro,1
!defined(AFX_TREECTRLEX_H__5D969ED4_7DEA_4FB5_8C1D_E12D1CCF0989__INCLUDED_),1
m_objectCount,1
must,1
\L"\TRUE"\\,1
indicator,1
style;,1
ProcessShellCommand,1
registry,1
4,1
About,1
operator=(const,1
/Unregserver,1
Place,1
ask,1
archive);,1
have,1
CObject::Serialize(archive);,1
_MSC_VER,1
drivenDistance);,1
specified,1
delete,1
CLeftView();,1
document),1
MFCSingleDoc_Vehicles.h,1
files,1
separated,1
objects,1
\L"\FALSE"\);\,1
fuelRemaining,1
m_hItem,1
6,1
scan,1
doc,1
connection,1
Handlers,1
\IMPLEMENT_SERIAL(CVehicle,\,1
dockable,1
vehicleDialog.m_ID;,1
\L"\correct"\,\,1
OnToolsAddvehicle();,1
\object;"\);\,1
application's,1
1000,1
vehicle->Serialize(ar);,1
OnPrint(CDC*,1
CVehicleCollection::operator=(const,1
key,1
Defines,1
\isServiceNeeded,\,1
built,1
stored,1
MFCSingleDoc_VehiclesView.h,1
GetListCtrl(),1
correct,1
MRU),1
does,1
process,1
m_serialCollection->GetAt(position)->Serialize(ar);,1
Change,1
RichEdit,1
Will,1
replace,1
[Liter,1
function,1
menu.LoadMenu(IDR_MAINFRAME);,1
remove,1
vehicleDialog.m_IsServiceNeeded,1
stuff,1
between,1
run,1
ensuring,1
drag/drop,1
receive,1
\m_listCtrl.SetColumnWidth(1,\,1
}}AFX_MSG_MAP,1
&&,1
System.Windows.Forms,1
\L"\TRUE"\,\,1
\List"\,2,2,\,1
pulldown,1
\L"\no\,1
thumbnails,1
one-time,1
GetDocument();,1
(most-recently,1
there's,1
cf,1
warning,1
documents,1
own,1
ComCtl32.dll,1
load/save,1
false;,1
\DDE,\,1
m_treeCtrl;,1
repaint,1
\view,\,1
\"\;"\\,1
CVehicle*>;,1
changed,1
MFCSingleDoc_Vehicles,1
vehicleDialog.m_MaxFuelCapacity;,1
taking,1
FALSE,1
CDriveDlg.cpp,1
m_serialCollection->AddTail(vehicle);,1
{{NO_DEPENDENCIES}},1
behaviors,1
Allow,1
insert,1
turns,1
(_wtof(fuelRemaining),1
CVehicle::Serialize(CArchive&,1
infrequently,1
we're,1
personalization,1
This,1
Dispatch,1
\m_treeCtrl.InsertItem(L"\Vehicle\,1
below:,1
rightview,1
persisted,1
DECLARE_DYNAMIC(CTreeCtrlEx),1
\document->AddVehicleToSerialList(id,\,1
Implementations,1
splitter,1
don't,1
\"\ColorTree.h"\\,1
\/RegServer,\,1
\app,\,1
AfxInitRichEdit2();,1
Document,1
vehicleDialog.m_ServiceInterval;,1
headers,1
CTreeCtrlEx,1
print,1
